"open_issues_count,past_due_actions_count,open_risks_count,open_ranked_risks_count,active_changes_count"
"8.558445e-09,5.9675225e-05,0.0008948659,0.0031059359,4.660146e-05"
"0.0051480914,0.024902513,0.020417843,0.028574115,0.044185583"
"2.3665603e-10,1.5868165e-05,0.00016974677,0.0006194274,5.6584854e-06"
"0.004359357,0.023885995,0.015867157,0.025665116,0.042410683"
"1.2126693e-05,0.004235992,0.0020316606,0.004536075,0.00018264158"
"0.010475323,0.029662564,0.026278174,0.044031065,0.11301763"
"0.002112813,0.01925152,0.011091307,0.01589326,0.01610208"
"2.4293011e-05,0.004902551,0.010723952,0.016763533,0.015527626"
"0.0015621493,0.03721297,0.04734862,0.07969547,0.21704261"
"0.062279537,0.065706916,0.11717604,0.2262235,0.74763286"
"3.5790413e-07,0.00049425825,0.0017834251,0.0040822905,0.0009965207"
"0.0006876816,0.02112975,0.011326884,0.019309336,0.018526187"
"6.534061e-09,0.00018030837,0.00049589033,0.00132447,1.7931852e-05"
"0.0018899569,0.0075411075,0.0026896924,0.003178654,0.0013229382"
"2.3267317e-09,5.8050515e-05,0.00041562686,0.0013011404,7.193664e-05"
"4.1694644e-08,0.00016335127,0.0009381661,0.002666724,0.0004288254"
"3.628209e-07,0.00035593827,0.0018145146,0.00421568,0.0010569707"
"6.3721527e-06,0.0028126382,0.005403675,0.00788144,0.0033334373"
"5.1069385e-11,1.0987596e-05,0.00010345854,0.00042670238,2.040757e-05"
"0.00028420615,0.011375189,0.009704787,0.016294083,0.010640523"
"4.638735e-10,2.0905163e-05,0.00019211463,0.00071706227,1.576149e-05"
"0.0015095229,0.019644607,0.009033242,0.013789727,0.0041643"
"0.0005735756,0.017897777,0.010264509,0.01440147,0.0024307256"
"4.922556e-08,0.00020095089,0.0010426359,0.0025058007,5.3789394e-05"
"1.268405e-08,0.00015586015,0.0007221906,0.0019151553,0.00019757797"
"0.0007751243,0.01369025,0.007372952,0.009341722,0.00070646557"
"0.010753606,0.008770013,0.0037152485,0.0044601443,0.0024056481"
"1.1215374e-07,0.0002902278,0.0011770098,0.0028719066,0.00020421267"
"6.290692e-07,0.00062680984,0.0018877886,0.0041527045,0.00046182945"
"0.0015477961,0.01930267,0.01563399,0.026950672,0.05256093"
"0.00024217188,0.0155222025,0.010421703,0.016328098,0.0026004484"
"7.383337e-06,0.0027317398,0.005454629,0.007852392,0.0034322499"
"8.1863574e-05,0.009557882,0.002814415,0.0059223217,0.0003172574"
"3.7105656e-05,0.0047184136,0.0074333698,0.011018901,0.0069971457"
"0.0001734247,0.014588486,0.0021477183,0.004709653,0.00012614409"
"0.00087827374,0.023551108,0.01707347,0.025960034,0.021811422"
"2.170554e-07,0.00039396354,0.00094768143,0.0021906903,2.9005307e-05"
"0.00017076576,0.011724529,0.0040841037,0.007999637,0.0007936315"
"3.8240437e-08,0.00024729723,0.0015014575,0.0028457188,6.3546877e-06"
"1.1733244e-06,0.0005994844,0.0023666157,0.0052836696,0.0010680793"
"0.037603095,0.05431615,0.08692174,0.15068495,0.49304584"
"0.008565025,0.041279595,0.040441636,0.06859159,0.14586012"
"1.86929e-05,0.002944526,0.0047184746,0.00873608,0.0037041758"
"0.0001756079,0.021649908,0.014085457,0.023237359,0.031294268"
"0.00021788028,0.017590027,0.0010352308,0.002488616,1.8938563e-05"
"6.326871e-05,0.0073876022,0.00732525,0.012075854,0.0015350708"
"0.0029437954,0.015185491,0.00707262,0.009406785,0.006393289"
"0.00033129574,0.018673774,0.0049967584,0.0091787595,0.0014121535"
"8.6151056e-07,0.0009689873,0.0026135067,0.0054389397,0.00069312734"
"0.0020615817,0.028061183,0.020617077,0.03189025,0.036124196"
"2.2136938e-07,0.00037350017,0.0014017912,0.003254537,0.00031863718"
"0.0009592346,0.017325161,0.011116681,0.015066767,0.013747936"
"0.00017891092,0.020171052,0.0089045,0.016413614,0.009537767"
"9.738113e-06,0.002207465,0.003968257,0.007795039,0.003045144"
"0.00033288664,0.013246913,0.00824036,0.014489396,0.0065553742"
"4.850882e-07,0.00060414284,0.0019489151,0.0038978632,6.3890584e-05"
"0.00041455944,0.018971885,0.003787976,0.0074862298,0.0006959587"
"5.0042876e-05,0.0062361537,0.006843904,0.01160173,0.0021112633"
"2.2241768e-08,9.3545335e-05,0.0007782399,0.0023695268,0.00015291029"
"2.4779517e-08,0.00013852367,0.0007003977,0.0018361642,6.280398e-05"
"0.002564592,0.020670155,0.016326513,0.027438745,0.04610314"
"1.4306779e-08,7.396865e-05,0.0010424992,0.0035136929,5.1055587e-05"
"0.0006162282,0.010841813,0.0054607973,0.006648858,0.00017471152"
"1.877138e-06,0.0013528508,0.0032527742,0.005627097,5.7371675e-05"
"1.367576e-07,0.00026822518,0.0014626024,0.003571013,0.0007792536"
"1.01137296e-07,0.00025934336,0.0012772647,0.0031353333,0.00042355972"
"1.2084504e-07,0.00031698827,0.0014450292,0.0029721572,1.5260535e-05"
"0.0040487945,0.037842914,0.036719892,0.06670133,0.19619054"
"0.00014229935,0.0056140334,0.01158986,0.017541355,0.0198874"

